motion_id,motion_topic,policy_id,motion_text_length,speaker,num_tokens,has_entity,motion_text,has_entity_date,has_entity_person,has_entity_event_or_org,aux_numeric_feature,date,date_continuous,motion_priority,party
287,Reduce Spending on Welfare Benefits,6670,1672,Liam Byrne,267,True,"Welfare Reform Bill
an amendment, to leave out from “That” to the end of the Question and add: “this House, whilst affirming its belief in the principle of simplifying the benefits system and good work incentives, declines to give a Second Reading to the Welfare Reform Bill because the proposal of the Universal Credit as it stands creates uncertainty for thousands of people in the United Kingdom; because the Bill fails to clarify what level of childcare support will be available for parents following the abolition of the tax credit system; because the Bill penalises savers who will be barred from the Universal Credit; because the Bill disadvantages people suffering from cancer or mental illness due to the withdrawal of contributory Employment Support Allowance; because the Bill contains no safeguards to mothers in receipt of childcare support; because it proposes to withdraw the mobility component of Disability Living Allowance from people in residential care and fails to provide sufficient safeguards for future and necessary reform; because it provides no safeguards for those losing Housing Benefit or appropriate checks on the Secretary of State’s powers; because it fails to clarify how Council Tax Benefit will be incorporated in the Universal Credit system; because it fails to determine how recipients of free school meals and beneficiaries of Social Fund loans will be treated; and because the proposals act as a disincentive for the self-employed who wish to start up a business; and is strongly of the opinion that the publication of such a Bill should have been preceded by both fuller consultation and pre-legislative scrutiny of a draft Bill.”",False,True,True,0.472597482413043,2011-03-09,0.6363636363636364,,Lab
288,Reduce Spending on Welfare Benefits,6670,258,Iain Duncan Smith,45,True,"Welfare Reform Bill
[Relevant documents: The oral evidence taken on 26 January and 9 February 2011 by the Work and Pensions Committee on the White Paper on Universal Credit, and the written evidence received, HC 743.]
That the Bill be now read a Second time.",True,True,True,0.25602973431387566,2011-03-09,0.6363636363636364,,Con
289,Reduce Spending on Welfare Benefits,6670,1461,Stephen Timms,257,True,"Welfare Reform Bill (Programme) (No. 2) – Childcare
‘(1) The amount in respect of other particular needs or circumstance, under section 12, shall include a childcare element for claimants who are in work, except in prescribed circumstances. (2) The maximum award of the childcare element shall be a prescribed proportion of childcare costs (not less than 80%, or 90% where the element contributes to care for a disabled child), up to a prescribed maximum value (not less than £175 per week for one child and £300 for two or more children). (3) “Childcare charges” are charges of a prescribed description incurred in respect of childcare by the claimant or claimants by whom a universal credit claim is made. (4) “Childcare”, in relation to a person or persons, means care provided for any child up to the last day in the week in which 1 September falls following the child’s 15th birthday or their 16th birthday if they are disabled, for whom the person is responsible, or for whom either or both of the persons is or are responsible; and by a person of a prescribed description. (5) Except in prescribed circumstances, the childcare element shall not be paid where a claimant is in work for fewer than a prescribed number of hours a week or, in the case of a couple, where one or both of the claimants are in work for fewer than a prescribed number of hours a week. (6) For the purposes of this section, regulations are to provide for a definition of “work.”’.",False,True,True,0.9826909839455139,2011-06-13,0.6363636363636364,,Lab
290,Reduce Spending on Welfare Benefits,6670,258,Stephen Timms,42,True,"Welfare Reform Bill (Programme) (No. 2) – Financial conditions
23, page 3, line 7, after ‘it’, insert ‘excluding any amount in an Individual Savings Account, up to a prescribed maximum of no less than £50,000, where the claimant is in work’.—(Stephen Timms.)",False,True,True,,2011-06-13,0.6363636363636364,,Lab
291,Reduce Spending on Welfare Benefits,6670,199,Stephen Timms,27,True,"Welfare Reform Bill (Programme) (No. 2) – Universal credit: supplementary regulation-making powers
27, page 103, line 1, after ‘income,’, insert— (ba) a person’s earned income from self-employment,’.",False,True,True,,2011-06-13,0.6363636363636364,,Lab
292,Reduce Spending on Welfare Benefits,6670,790,Karen Buck,119,True,"Ending of discretionary payments
39, page 52, line 22, leave out subsection (1) and insert— ‘(1) Section 138(1)(b) of the Social Security Contributions and Benefits Act 1992 (discretionary payments out of Social Fund) may be repealed, if the Secretary of State— (a) publishes a detailed proposal for a replacement scheme, or schemes, based on wide consultation with relevant stakeholders; (b) ensures that such a scheme, or schemes, will provide financial protection for applicants in an emergency or crisis, with the eligibility criteria for applicants specified in regulations; (c) demonstrates the feasibility of such a scheme, or schemes, through a pilot or pathfinder process; and (d) demonstrates how an independent appeals mechanism will be implemented.’.
That the amendment be made.",True,True,True,-1.8408742313316453,2011-06-15,0.6363636363636364,,Lab
293,Reduce Spending on Welfare Benefits,6670,144,Margaret Curran,23,True,"Required period condition: further provision
Amendment proposed: 44, page 56, line 45, leave out ‘6’ and insert ‘3’.
That the amendment be made.",False,False,False,-1.2795769667357015,2011-06-15,0.6363636363636364,,Lab
294,Reduce Spending on Welfare Benefits,6670,154,Margaret Curran,27,True,"Persons receiving certain services
42, page 58, line 40, at beginning insert— ‘(3) The condition is that the person is an in-patient of a hospital. (4) ’.",False,False,False,,2011-06-15,0.6363636363636364,,Lab
295,Reduce Spending on Welfare Benefits,6670,49,Iain Duncan Smith,10,True,"Repeals
That the Bill be now read the Third time.",False,True,True,0.026091050210833786,2011-06-15,0.6363636363636364,,Con
296,Reduce Spending on Welfare Benefits,6670,69,,12,True,"Council tax reduction schemes
That the clause stand part of the Bill.",False,False,True,0.517659020469123,2012-01-31,0.6818181818181818,,
297,Reduce Spending on Welfare Benefits,6670,98,Chris Grayling,14,True,"Period of entitlement to contributory allowance
That this House disagrees with Lords amendment 15.",False,False,False,-0.7257438131534656,2012-02-01,0.6818181818181818,,Con
298,Reduce Spending on Welfare Benefits,6670,98,Chris Grayling,14,True,"Period of entitlement to contributory allowance
That this House disagrees with Lords amendment 17.",False,False,False,0.18676676447707832,2012-02-01,0.6818181818181818,,Con
299,Reduce Spending on Welfare Benefits,6670,98,Chris Grayling,14,True,"Period of entitlement to contributory allowance
That this House disagrees with Lords amendment 18.",False,False,False,,2012-02-01,0.6818181818181818,,Con
300,Reduce Spending on Welfare Benefits,6670,62,,10,True,"Benefit cap
That this House disagrees with Lords amendment 47.",False,False,False,,2012-02-01,0.6818181818181818,,
301,Reduce Spending on Welfare Benefits,6670,95,,14,True,"Responsibility for children and young persons
That this House disagrees with Lords amendment 1.",False,False,False,-1.4066610968482223,2012-02-01,0.6818181818181818,,
302,Reduce Spending on Welfare Benefits,6670,63,,10,True,"Housing costs
That this House disagrees with Lords amendment 2.",False,False,False,-0.9232332461109043,2012-02-01,0.6818181818181818,,
303,Reduce Spending on Welfare Benefits,6670,89,Chris Grayling,14,True,"Housing costs
That this House disagrees with Lords amendment 3B, and Lords amendment 26B.",False,False,False,-1.3516846056163336,2012-02-21,0.6818181818181818,,Con
304,Reduce Spending on Welfare Benefits,6670,912,Liam Byrne,156,True,"Universal Credit and Welfare Reform
That this House notes that the Universal Credit is late and over budget; recognises that there is widespread unease surrounding the implementation of the £2 billion scheme’s IT system; further notes that the project is so badly designed that it is set to reduce work incentives for over two million people and hurt small businesses and the self-employed; believes that Ministers have failed to properly account for numerous basic details of how the scheme will work, such as its interaction with free school meals or what is to be done with 20,000 Housing Benefit staff; further believes that the project is poorly thought through and is now at risk of descending into chaos; and calls on the Government to publish the business case, so that the House can see a detailed plan of implementation, and urgently to set out a plan to address these deep flaws before it is too late.",False,True,False,-0.9758732529773327,2012-09-11,0.6818181818181818,,Lab
305,Reduce Spending on Welfare Benefits,6670,133,,21,True,"Public Bodies
That the draft Housing Benefit (Amendment) Regulations 2012, which were laid before this House on 28 June, be approved.",True,True,False,1.0536417966078395,2012-10-24,0.6818181818181818,,
306,Reduce Spending on Welfare Benefits,6670,138,,22,True,"Social Security
That this draft Benefit Cap (Housing Benefit) Regulations 2012, which were laid before this House on 16 July, be approved.",True,True,False,-0.949398888831943,2012-11-21,0.6818181818181818,,
307,Reduce Spending on Welfare Benefits,6670,1486,Liam Byrne,252,True,"Welfare Benefits Up-rating Bill
That this House declines to give a Second Reading to the Welfare Benefits Uprating Bill because it fails to address the reasons why the cost of benefits is exceeding the Government’s plans; notes that the Resolution Foundation has calculated that 68 per cent of households affected by these measures are in work and that figures from the Institute for Fiscal Studies show that all the measures announced in the Autumn Statement, including those in the Bill, will mean a single-earner family with children on average will be £534 worse off by 2015; further notes that the Bill does not include anything to remedy the deficiencies in the Government’s work programme or the slipped timetable for universal credit; believes that a comprehensive plan to reduce the benefits bill must include measures to create economic growth and help the 129,400 adults over the age of 25 out of work for 24 months or more, but that the Bill does not do so; further believes that the Bill should introduce a compulsory jobs guarantee, which would give long-term unemployed adults a job they would have to take up or lose benefits, funded by limiting tax relief on pension contributions for people earning over £150,000 to 20 per cent; and further believes that the proposals in the Bill are unfair when the additional rate of income tax is being reduced, which will result in those earning over a million pounds per year receiving an average tax cut of over £100,000 a year.",True,True,True,2.632382064837391,2013-01-08,0.7272727272727273,,Lab
308,Reduce Spending on Welfare Benefits,6670,72,Iain Duncan Smith,13,True,"Welfare Benefits Up-rating Bill
That the Bill be now read a Second time.",False,True,True,0.4933179008808892,2013-01-08,0.7272727272727273,,Con
309,Reduce Spending on Welfare Benefits,6670,1165,Karen Bradley,182,True,"Welfare Up-rating Bill (Programme)
That the following provisions shall apply to the Welfare Benefits Up-rating Bill: Committal 1. The Bill shall be committed to a Committee of the whole House. Proceedings in Committee, on Consideration and Third Reading 2. Proceedings in Committee, any proceedings on Consideration and proceedings on Third Reading shall be taken in one day in accordance with the following provisions of this Order. 3. Proceedings in Committee and any proceedings on Consideration shall (so far as not previously concluded) be brought to a conclusion one hour before the moment of interruption on the day on which proceedings in Committee are commenced. 4. Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at the moment of interruption on that day. 5. Standing Order No. 83B (Programming committees) shall not apply to proceedings in Committee, to any proceedings on Consideration or to proceedings on Third Reading. Other proceedings 6. Any other proceedings on the Bill (including any proceedings on consideration of Lords Amendments or on any further messages from the Lords) may be programmed.",False,True,True,0.1848361236948739,2013-01-08,0.7272727272727273,,Con
310,Reduce Spending on Welfare Benefits,6670,128,Stephen Timms,22,True,"Up-rating of certain social security benefits for tax years 2014-15 and 2015-16
amendment 12, page 1, line 4, leave out ‘by 1%’.",True,False,False,-0.8583577801812136,2013-01-21,0.7272727272727273,,Lab
311,Reduce Spending on Welfare Benefits,6670,174,,32,True,"Up-rating of certain social security benefits for tax years 2014-15 and 2015-16
That clauses 1 to 3 stand part of the Bill; and that the schedule be the schedule to the Bill.",True,False,True,,2013-01-21,0.7272727272727273,,
312,Reduce Spending on Welfare Benefits,6670,121,Iain Duncan Smith,21,True,"Up-rating of certain social security benefits for tax years 2014-15 and 2015-16
That the Bill be now read the Third time.",True,False,True,,2013-01-21,0.7272727272727273,,Con
313,Reduce Spending on Welfare Benefits,6670,1180,Eilidh Whiteford,173,True,"Housing Benefit (Under-occupancy Penalty)
That this House deplores and opposes the Government’s introduction of the housing benefit under-occupancy penalty; believes it to be unjust and unworkable; notes growing public anger at its introduction; believes that the Government is showing a reckless lack of care and attention to the consequences of its introduction for low-income households affected by disability; further believes that it will adversely affect, amongst others, families of service personnel, foster families and those struggling with the effects of family breakdown; notes that some parts of the UK will be disproportionately hit because of the mismatch between the available social housing stock and the needs of tenants; further notes that according to the Department for Work and Pensions’ Equality Impact Assessment, 63 per cent of the 660,000 claimants affected by the under-occupancy penalty or their partners are disabled; believes that the measure unfairly penalises tenants in rural and inner-city areas; further believes the under-occupancy penalty will fail to meet its stated objectives; and calls on the Government to abandon this policy immediately.",False,True,True,0.12200981464536144,2013-02-27,0.7272727272727273,,SNP
314,Reduce Spending on Welfare Benefits,6670,807,Rachel Reeves,130,True,"Housing Benefit
That this House regrets the pernicious effect on vulnerable and in many cases disabled people of deductions being made from housing benefit paid to working age tenants in the social housing sector deemed to have an excess number of bedrooms in their homes; calls on the Government to end these deductions with immediate effect; furthermore calls for any cost of ending them to be covered by reversing tax cuts which will benefit the wealthiest and promote avoidance, and addressing the tax loss from disguised employment in construction; and further calls on the Government to use the funding set aside for discretionary housing payments to deal with under-occupation by funding local authorities so that they are better able to help people with the cost of moving to suitable accommodation.",False,True,False,2.5600845382687947,2013-11-12,0.7272727272727273,,Lab
315,Reduce Spending on Welfare Benefits,6670,1228,Steve Webb,184,True,"Housing Benefit
an amendment, to leave out from “House” to the end of the Question and add: “notes the substantial structural deficit which was inherited from the previous Government and the need to get the nation’s finances back into shape; further notes the need to bring expenditure on housing benefit under control; further notes that the proposed reversal of this policy would cost the Exchequer around half a billion pounds a year; regrets any exaggeration and misrepresentation of the effects of the policy; recognises the inequality of allowing social tenants to receive benefit for a spare bedroom whilst denying this opportunity to private tenants; supports the Government’s action to deal with this unfairness whilst protecting vulnerable groups such as pensioners and providing substantial funding through Discretionary Housing Payments to local authorities to support other tenants who would otherwise be adversely affected; further notes the Government’s continuing commitment to monitor the effects of the policy and the use of Discretionary Housing Payments; and welcomes the potential beneficial impact of this policy on those living in overcrowded accommodation and the 2.1 million families on waiting lists.’”",False,True,False,-0.09605989972464987,2013-11-12,0.7272727272727273,,LD
316,Reduce Spending on Welfare Benefits,6670,194,Michael Meacher,30,True,"Welfare Reforms and Poverty
That this House believes that a commission of inquiry should be established to investigate the impact of the Government’s welfare reforms on the incidence of poverty.",False,True,True,1.1492733262856758,2014-01-13,0.7727272727272727,,Lab
317,Reduce Spending on Welfare Benefits,6670,1332,,217,True,"Fairness and Inequality
That this House notes that the United Kingdom is one of the most unequal states in the OECD, ranked 28 out of 34 countries for income inequality and the fourth most unequal country in the developed world according to some analyses; further notes that low and middle income families have borne the brunt of the Government’s austerity measures; further notes that the Government has plans to cut a further £60 billion in public spending over the next four years; further notes that successive governments of all political hues have presided over an underlying trend of rising income inequality since the early 1980s; recognises that men have consistently higher employment rates than women and that women are more likely to work in lower paid, low-skilled occupations; further notes the growing numbers of workers on minimum wage and zero-hours contracts, and that there are more people now in working poverty than out of work poverty; further notes with concern the sharp rise in the number of people relying on foodbanks across the UK, including significant numbers of people in work; and calls on the Government to halt its further spending and welfare cuts and to establish a Commission of Inquiry to investigate the impact of the Government’s austerity measures on the incidence of poverty and inequality.",False,True,True,-0.7031764251258874,2014-02-11,0.7727272727272727,,
318,Reduce Spending on Welfare Benefits,6670,620,,111,True,"Amendment of the Law
That,— (1) It is expedient to amend the law with respect to the National Debt and the public revenue and to make further provision in connection with finance. (2) This Resolution does not extend to the making of any amendment with respect to value added tax so as to provide— (a) for zero-rating or exempting a supply, acquisition or importation; (b) for refunding an amount of tax; (c) for any relief, other than a relief that: (i) so far as it is applicable to goods, applies to goods of every description, and (ii) so far as it is applicable to services, applies to services of every description.",False,True,False,-0.0349884904969617,2014-03-25,0.7727272727272727,,
319,Reduce Spending on Welfare Benefits,6670,145,George Osborne,22,True,"Charter for Budget Responsibility
That the modified Charter for Budget Responsibility, which was laid before this House on 19 March, be approved.",False,True,False,1.77080063563551,2014-03-26,0.7727272727272727,,Con
320,Reduce Spending on Welfare Benefits,6670,174,George Osborne,26,True,"Charter for Budget Responsibility
That the Charter for Budget Responsibility: Autumn Statement 2014 update, which was laid before this House on 15 December 2014, be approved.",True,True,False,-0.6269670577877674,2015-01-13,0.8181818181818182,,Con
321,Reduce Spending on Welfare Benefits,6670,856,Stewart Hosie,143,True,"The Economy
at the end of the Question to add: “but regret that the measures set out do not adequately meet the challenges facing the majority of people across the UK; call in particular for your Government to change course on plans for further austerity spending cuts, to reconsider changes to the welfare state that will hit many of the most vulnerable people in our country and to halt proposals to waste £100 billion on new nuclear weapons at a time when vital public services are being squeezed across the country; and recognise the overwhelming mandate in Scotland for both the early implementation, in full, of the Smith Commission proposals and the delivery of additional powers for the Scottish Parliament including new powers on job creation, to improve living standards and to protect the welfare state in Scotland.”.
That the amendment be made.",False,True,True,1.8124485579969287,2015-06-04,0.8181818181818182,,SNP
322,Reduce Spending on Welfare Benefits,6670,902,Stephen Timms,142,True,"Welfare Reform and Work Bill
That this House, whilst affirming its belief that there should be controls on and reforms to the overall costs of social security, that reporting obligations on full employment, apprenticeships and troubled families are welcome, and that a benefits cap and loans for mortgage interest support are necessary changes to the welfare system, declines to give a Second Reading to the Welfare Reform and Work Bill because the Bill will prevent the Government from continuing to pursue an ambition to reduce child poverty in both absolute and relative terms, it effectively repeals the Child Poverty Act 2010 which provides important measures and accountability of government policy in relation to child poverty, and it includes a proposal for the work-related activity component of employment and support allowance which is an unfair approach to people who are sick and disabled.",True,True,True,0.7077519354554754,2015-07-20,0.8181818181818182,,Lab
323,Reduce Spending on Welfare Benefits,6670,69,Iain Duncan Smith,14,True,"Welfare Reform and Work Bill
That the Bill be now read a Second time.",False,True,True,-0.5624667758942676,2015-07-20,0.8181818181818182,,Con
324,Reduce Spending on Welfare Benefits,6670,246,Damian Hinds,35,True,"National Insurance Contributions (Rate Ceilings) Bill (Programme) – Tax Credits
That the draft Tax Credits (Income Thresholds and Determination of Rates) (Amendment) Regulations 2015, which were laid before this House on 7 September, be approved.",True,True,True,0.632407739055521,2015-09-15,0.8181818181818182,,Con
325,Reduce Spending on Welfare Benefits,6670,156,George Osborne,24,True,"Charter for Budget Responsibility
That the Charter for Budget Responsibility: autumn 2015 update which was laid before the House on 12 October, be approved.",True,True,False,0.9725544496267299,2015-10-14,0.8181818181818182,,Con
326,Reduce Spending on Welfare Benefits,6670,143,Seema Malhotra,27,True,"Tax Credits
That this House calls on the Government to reverse its decision to cut tax credits, which is due to come into effect in April 2016.",True,True,False,0.6218099622171964,2015-10-20,0.8181818181818182,,Lab
327,Reduce Spending on Welfare Benefits,6670,238,Owen Smith,38,True,"Welfare Reform and Work Bill (Programme No. 3) – Repeal of Tax Credits Regulations 2015
“(1) The Tax Credits (Income Thresholds and Determination of Rates) (Amendment) Regulations 2015 are repealed.”
That the clause be read a Second time.",True,True,True,-1.5702247198904564,2015-10-27,0.8181818181818182,,Lab
328,Reduce Spending on Welfare Benefits,6670,581,Neil Gray,89,True,"Welfare Reform and Work Bill (Programme No. 3) – Tax credit reforms
“The measures in this Bill and (Income Thresholds and Determination of Rates) (Amendment) Regulations 2015 relating to the award of tax credits and the relevant entitlement within Universal Credit shall not take effect until the Secretary of State has implemented a scheme for full transitional protection for a minimum of three years for all families and individuals currently receiving tax credits before 5 April 2016, such transitional protection to be renewable after three years with parliamentary approval.”",True,True,True,-0.7271371758248686,2015-10-27,0.8181818181818182,,SNP
329,Reduce Spending on Welfare Benefits,6670,156,Eilidh Whiteford,25,True,"Welfare Reform and Work Bill (Programme No. 3) – Employment and support allowance: work-related activity component
56, page 14, line 15, leave out Clause 13",False,True,True,-0.24751863555150475,2015-10-27,0.8181818181818182,,SNP
330,Reduce Spending on Welfare Benefits,6670,144,Debbie Abrahams,25,True,"Welfare Reform and Work Bill (Programme No. 3) – Universal credit: limited capability for work element
20, page 14, line 39, leave out Clause 14",False,True,True,-0.07443342910004629,2015-10-27,0.8181818181818182,,Lab
331,Reduce Spending on Welfare Benefits,6670,135,Priti Patel,24,True,"Welfare Reform and Work Bill (Programme No. 3) – Further provision about social housing rents
That the Bill be now read the Third time.",False,True,True,0.620672097550678,2015-10-27,0.8181818181818182,,Con
332,Reduce Spending on Welfare Benefits,6670,1663,John Martin McDonnell,280,True,"The Economy
That this House believes that the Government has failed to deliver on its commitment to stand up for working people; notes that the Government’s existing plans to cut tax credits will cost more than three million working families an average of £1,300 a year from next April; further notes that 4.1 million children now live in absolute poverty, an increase of 500,000 since 2009-10; notes that in 2014 the UK’s current account deficit reached the highest level ever recorded, at 5.1 per cent; notes that 85 per cent of the money saved from tax and benefit changes in the last Parliament came from women; further believes that the Government has failed to deliver the more sustainable economy the country needs; notes that, rather than investing in building new homes to cut housing benefit costs, housing investment has been slashed and housing benefit has risen by over £2 billion a year in real terms; notes that the gap between UK productivity per hour worked and the rest of the G7 grew to 20 percentage points in 2014, the widest productivity gap since 1991; believes that further deep cuts to the budget of the Department for Business, Innovation and Skills could damage the Government’s ability to boost innovation and productivity and could restrict opportunities for British businesses and workers to succeed in the global economy; calls on the Government to reverse fully and fairly its plans to cut tax credits from next April; and further calls for the Government to invest in growing a more productive economy with a focus on science, technology and green jobs to equip Britain for the future and share more fairly the proceeds of growth.",True,True,True,,2015-11-18,0.8181818181818182,,Lab
333,Reduce Spending on Welfare Benefits,6670,187,Owen Smith,32,True,"Universal Credit Work Allowance
That this House calls on the Government to reverse its decision to cut the universal credit work allowance, which is due to come into effect in April 2016.",True,True,False,,2016-01-06,0.8636363636363636,,Lab
334,Reduce Spending on Welfare Benefits,6670,979,John Healey,145,True,"Housing Benefit and Supported Housing
That this House believes that the Government’s planned cuts to housing benefit support for vulnerable people in specialist housing, including the elderly and people who are homeless, disabled or fleeing domestic violence, risk leading to the widespread closure of this accommodation; notes the concern from charities, housing associations, councils and others across the country about the severe effect of these cuts; further notes that supported housing has already suffered as a result of Government spending cuts and policy decisions; notes that the planned changes will apply to all new tenancies from April 2016; notes the clear evidence that the Government’s proposal to mitigate these cuts with discretionary housing payments will not work; and calls on the Government to urgently exempt supported housing from these housing benefit cuts and to consult fully with supported housing providers to safeguard this essential accommodation.",True,True,False,,2016-01-27,0.8636363636363636,,Lab
335,Reduce Spending on Welfare Benefits,6670,146,Priti Patel,21,True,"Welfare Reform and Work Bill – Employment and support allowance: work-related activity component
That this House disagrees with Lords amendment 8.",False,True,True,,2016-02-23,0.8636363636363636,,Con
336,Reduce Spending on Welfare Benefits,6670,134,Priti Patel,21,True,"Welfare Reform and Work Bill – Universal credit: limited capability for work element
That this House disagrees with Lords amendment 9.",False,True,True,0.5597904479310398,2016-02-23,0.8636363636363636,,Con
337,Reduce Spending on Welfare Benefits,6670,88,Priti Patel,16,True,"Welfare Reform and Work Bill
That this House agrees with Lords amendments 1B, 1C and 1D.",False,True,True,1.0807807255546218,2016-03-02,0.8636363636363636,,Con
338,Reduce Spending on Welfare Benefits,6670,112,Priti Patel,17,True,"Universal credit: limited capability for work element
That this House disagrees with Lords amendments 9B and 9C.",False,False,False,0.8339221545489041,2016-03-02,0.8636363636363636,,Con
339,Reduce Spending on Welfare Benefits,6670,1323,John Martin McDonnell,223,True,"The Economy and Work
amendment (e), at the end of the Question to add: “but respectfully regret that the Gracious Speech fails to deliver for working people, to protect public services and to address the black hole in the public finances; further regret that the Government’s economic policy has unfairness at its core and includes tax cuts for the wealthy while failing to deal with inequality; regret the refusal of the Scottish Government to use its new tax powers to put an end to austerity in Scotland; regret that the Government is presiding over the worst decade for pay growth in nearly a century; call on the Government to adopt Labour’s Fiscal Credibility Rule to invest in a sustainable economy for the future and to adopt Labour’s Tax Transparency Enforcement Programme to tackle tax avoidance; regret that the Government has failed to defend the UK steel industry, believe the Government should reform the lesser duty rule and call on the Government to give Parliament a vote on giving China market economy status and to adopt Labour’s 4 Point Plan to save the steel industry as a part of a long-term industrial strategy; further call on the Government to reverse the cuts to Universal Credit work allowances; and call on the Government to abandon its misguided proposals to repeal the Human Rights Act 1998.”.",True,True,True,,2016-05-26,0.8636363636363636,,Lab
340,Reduce Spending on Welfare Benefits,6670,794,Owen Smith,118,True,"Disability Employment Gap
That this House regrets the Government's lack of progress towards halving the disability employment gap; further regrets that the Government has not yet published its White Paper on improving support for disabled people; notes with concern that commitments made in the Autumn Statement 2015 to help more disabled people through Access to Work and expanding Fit for Work have not materialised; further notes that the Government is reducing funding for specialist support for claimants with health conditions and disabilities through the Work and Health Programme; and calls on the Government to reverse cuts to the work-related activity component of Employment and Support Allowance and Universal Credit work allowances that risk widening the disability employment gap.",True,True,False,-0.07016571145864703,2016-06-08,0.8636363636363636,,Lab
341,Reduce Spending on Welfare Benefits,6670,1361,Grahame Morris,211,True,"Supported Housing: Benefit
That this House notes that the Government intends to cut housing benefit for vulnerable people in specialist housing, including elderly people and people who are homeless, disabled or fleeing domestic violence; believes that this will have harmful effects on current and future tenants of these specialist housing schemes; further notes that there is already a significant shortfall in this type of housing provision across the country; notes that charities, housing associations, councils and others have made Government Ministers aware of the damaging impact these cuts will have on tenants and the financial viability of these schemes and that the Government’s proposal to mitigate these cuts with discretionary housing payments will not compensate for these cuts; notes that the Government’s own evidence review into the impact of its decision, commissioned in December 2015, has yet to be published; notes that the Government has postponed the implementation of these cuts for new tenants to April 2017 but plans to fully roll out its planned cuts to housing benefit in April 2018; and therefore calls on the Government to exempt supported housing from its planned housing benefit cuts and to consult fully with supported housing providers to identify ways in which all vulnerable people who need supported housing can access it.",True,True,False,-1.6609609335159914,2016-07-20,0.8636363636363636,,Lab
342,Reduce Spending on Welfare Benefits,6670,378,John Martin McDonnell,59,True,"Charter for Budget Responsibility
That this House calls on the Government to withdraw the Charter for Budget Responsibility: Autumn 2015 update, which was laid before this House on 12 October 2015, and to lay before the House at the earliest opportunity an alternative update which provides the basis for stabilising the UK economy and providing long-term investment for growth.",True,True,False,0.42961821913258585,2016-07-20,0.8636363636363636,,Lab
343,Reduce Spending on Welfare Benefits,6670,483,John Martin McDonnell,71,True,"Autumn Statement Distributional Analysis, Universal Credit and Esa
That this House notes with concern the £3.4 billion reductions to the work allowance element of universal credit and the £1.4 billion reductions to employment and support allowance; calls on the Government to reverse those reductions; and further calls on the Government to reintroduce detailed distributional analysis for the Autumn Statement and all further Financial Statements, as was done between 2010 and 2015.",True,True,False,0.20768768716311115,2016-11-16,0.8636363636363636,,Lab
344,Schools - Greater Autonomy,1074,680,Stephen Dorrell,115,True,"School Standards and Framework Bill – Infant class sizes
.--(1) This section applies to any local education authority where the average infant class sizes in their area is a number at least three below the limit currently specified for the size of infant classes at maintained schools in their area imposed by regulations set out in accordance with section 1, and where there are no infant classes at maintained schools whose size is more than five above the limit referred to above.  (2) Local education authorities to which subsection (1) applies shall be exempted from the requirements of section 1 (4) and the requirements of section 2.'
That the clause be read a Second time.",False,True,True,0.27157883719537346,1998-03-11,0.0454545454545454,,Con
